locus_tag	gene_name	ncrna	start	end	strand	read_count	ins_index	gene_length	ins_count	fcn
ABUW_3224	ogt	0	3253704	3254183	-1	0	0	480	0	"6-O-methylguanine-DNA methyltransferase"
ABUW_3225	sugE	0	3254195	3254515	-1	0	0	321	0	"suppressor of gro"
ABUW_3226	ABUW_3226	0	3254665	3255660	-1	0	0	996	0	"Co/Zn/Cd efflux system component"
ABUW_3227	pcoB	0	3255689	3256444	-1	0	0	756	0	"copper resistance protein B"
ABUW_3228	pcoA	0	3256431	3258365	-1	0	0	1935	0	"copper resistance protein A"
ABUW_3229	ABUW_3229	0	3258406	3258804	-1	0	0	399	0	"hypothetical protein"
ABUW_3230	ABUW_3230	0	3258903	3259724	-1	0	0	822	0	"hypothetical protein"
ABUW_3231	rpe	0	3260081	3260767	-1	0	0	687	0	"ribulose-phosphate 3-epimerase"
ABUW_3232	ABUW_3232	0	3260952	3261224	1	0	0	273	0	"hypothetical protein"
ABUW_3233	fghA	0	3261225	3262073	-1	0	0	849	0	"S-formylglutathione hydrolase"
ABUW_3234	ABUW_3234	0	3262042	3263493	-1	0	0	1452	0	"hypothetical protein"
ABUW_3235	ABUW_3235	0	3263630	3264415	-1	0	0	786	0	"hypothetical protein"
ABUW_3236	ABUW_3236	0	3264433	3265098	-1	0	0	666	0	glycoprotease
ABUW_3237	ABUW_3237	0	3265230	3265760	-1	0	0	531	0	"transferase hexapeptide repeat protein"
ABUW_3238	ABUW_3238	0	3265780	3266397	-1	0	0	618	0	"nudix hydrolase"
ABUW_3239	ABUW_3239	0	3266521	3267069	1	0	0	549	0	"nudix hydrolase"
ABUW_3240	ABUW_3240	0	3267119	3269044	-1	0	0	1926	0	FilF
ABUW_3241	filE	0	3269064	3270431	-1	0	0	1368	0	FilE
ABUW_3242	fadL	0	3270425	3272095	-1	0	0	1671	0	FilD
ABUW_3243	filC	0	3272102	3273307	-1	0	0	1206	0	FilC
ABUW_3244	ABUW_3244	0	3273356	3274120	-1	0	0	765	0	pseudogene
ABUW_3245	ABUW_3245	0	3274482	3275369	-1	0	0	888	0	FilA
ABUW_3246	pabB	0	3275688	3277076	1	0	0	1389	0	"P-aminobenzoate synthetase PabB"
ABUW_3247	hisC	0	3277080	3278165	-1	0	0	1086	0	"histidinol-phosphate aminotransferase"
ABUW_3248	hisD	0	3278235	3279557	-1	0	0	1323	0	"histidinol dehydrogenase"
ABUW_3249	hisG	0	3279630	3280313	-1	0	0	684	0	"ATP phosphoribosyltransferase"
ABUW_3250	murA	0	3280313	3281569	-1	0	0	1257	0	"UDP-N-acetylglucosamine 1-carboxyvinyltransferase"
ABUW_3251	ABUW_3251	0	3281576	3281827	-1	0	0	252	0	"hypothetical protein"
ABUW_3252	raiA	0	3281966	3282304	-1	0	0	339	0	"ribosomal subunit interface protein"
ABUW_3253	rpoN	0	3282473	3283921	-1	0	0	1449	0	"RNA polymerase sigma-54 factor"
ABUW_3254	ABUW_3254	0	3284172	3284285	-1	0	0	114	0	
ABUW_3255	ABUW_3255	0	3284472	3287362	-1	0	0	2891	0	
ABUW_3256	ABUW_3256	0	3287705	3287780	-1	0	0	76	0	
ABUW_3257	ABUW_3257	0	3287836	3287912	-1	0	0	77	0	
ABUW_3258	ABUW_3258	0	3287977	3289501	-1	0	0	1525	0	
ABUW_3259	ABUW_3259	0	3290079	3290978	1	0	0	900	0	"VacJ family lipoprotein"
ABUW_3260	ABUW_3260	0	3291094	3292062	1	0	0	969	0	"putative two-component response regulator"
ABUW_3261	ABUW_3261	0	3292126	3292686	1	0	0	561	0	"putative anti-anti-sigma factor"
ABUW_3262	ABUW_3262	0	3292713	3293537	1	0	0	825	0	"carbon-nitrogen hydrolase"
ABUW_3263	ABUW_3263	0	3293552	3293929	1	0	0	378	0	"hypothetical protein"
ABUW_3264	ABUW_3264	0	3294089	3294526	1	0	0	438	0	"transcriptional regulator OhrR"
ABUW_3265	ABUW_3265	0	3294614	3295045	1	0	0	432	0	"hypothetical protein"
ABUW_3266	ABUW_3266	0	3295100	3296590	-1	0	0	1491	0	"general secretory pathway protein E"
ABUW_3267	ABUW_3267	0	3296687	3297508	1	0	0	822	0	"hypothetical protein"
ABUW_3268	ABUW_3268	0	3297518	3298435	1	0	0	918	0	"MscS Mechanosensitive ion channel"
ABUW_3269	ABUW_3269	0	3298425	3301232	-1	0	0	2808	0	"hypothetical protein"
ABUW_3270	polA	0	3301387	3304158	1	0	0	2772	0	"DNA polymerase I"
ABUW_3271	ABUW_3271	0	3304218	3304787	-1	0	0	570	0	"hypothetical protein"
ABUW_3272	proC	0	3304809	3305639	-1	0	0	831	0	"pyrroline-5-carboxylate reductase"
ABUW_3273	tilS	0	3305617	3306891	-1	0	0	1275	0	"tRNA(Ile)-lysidine synthase"
ABUW_3274	accA	0	3306957	3307778	-1	0	0	822	0	"acetyl-CoA carboxylase, carboxyl transferase, alpha subunit"
ABUW_3275	ppx	0	3307797	3309317	-1	0	0	1521	0	exopolyphosphatase
ABUW_3276	trx	0	3309597	3309923	1	0	0	327	0	thioredoxin
ABUW_3277	rho	0	3310245	3311513	1	0	0	1269	0	"transcription termination factor Rho"
ABUW_3278	ABUW_3278	0	3311928	3312188	1	0	0	261	0	"hypothetical protein"
ABUW_3279	ihfA	0	3312359	3312655	-1	0	0	297	0	"integration host factor, alpha subunit"
ABUW_3280	pheT	0	3312652	3315033	-1	0	0	2382	0	"phenylalanyl-tRNA synthetase, beta subunit"
ABUW_3281	pheS	0	3315067	3316047	-1	0	0	981	0	"phenylalanyl-tRNA synthetase, alpha subunit"
ABUW_3282	ABUW_3282	0	3316205	3317206	1	0	0	1002	0	"hypothetical protein"
ABUW_3283	ABUW_3283	0	3317225	3317833	1	0	0	609	0	"hypothetical protein"
ABUW_3284	rplT	0	3317862	3318221	-1	0	0	360	0	"ribosomal protein L20"
ABUW_3285	rpmI	0	3318233	3318427	-1	0	0	195	0	"ribosomal protein L35"
ABUW_3286	ABUW_3286	0	3318676	3319926	1	0	0	1251	0	"major facilitator superfamily MFS_1"
ABUW_3287	ABUW_3287	0	3319966	3320394	-1	0	0	429	0	"hypothetical protein"
ABUW_3288	ABUW_3288	0	3320447	3321067	-1	0	0	621	0	"glutathione S-transferase"
ABUW_3289	infC	0	3321274	3321594	-1	0	0	321	0	"translation initiation factor IF-3"
ABUW_3290	thrS	0	3321831	3323753	-1	0	0	1923	0	"threonyl-tRNA synthetase"
ABUW_3291	ABUW_3291	0	3324165	3325793	1	0	0	1629	0	"acyl-CoA synthase"
ABUW_3292	ABUW_3292	0	3325855	3326391	-1	0	0	537	0	"hypothetical protein"
ABUW_3293	ptsO	0	3326394	3326663	-1	0	0	270	0	"phosphocarrier protein HPr"
ABUW_3294	ABUW_3294	0	3326660	3327511	-1	0	0	852	0	"protein in PtsN-ptsO intergenic region"
ABUW_3295	panC	0	3327534	3328382	-1	0	0	849	0	"pantoate--beta-alanine ligase"
ABUW_3296	panB	0	3328386	3329195	-1	0	0	810	0	"3-methyl-2-oxobutanoate hydroxymethyltransferase"
ABUW_3297	folK	0	3329241	3329723	-1	0	0	483	0	"2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase"
ABUW_3298	pcnB	0	3329720	3331183	-1	0	0	1464	0	"poly(A) polymerase"
ABUW_3299	ABUW_3299	0	3331308	3331718	-1	0	0	411	0	"DNA uptake protein"
ABUW_3300	ABUW_3300	0	3331687	3332493	-1	0	0	807	0	"MazG family protein"
ABUW_3301	ABUW_3301	0	3332605	3333378	1	0	0	774	0	"short chain dehydrogenase"
ABUW_3302	relA	0	3333423	3335729	-1	0	0	2307	0	"GTP pyrophosphokinase (ppGpp synthetase I)"
ABUW_3303	rumA	0	3335760	3337151	-1	0	0	1392	0	"23S rRNA (uracil-5-)-methyltransferase RumA"
ABUW_3304	ABUW_3304	0	3337161	3337979	-1	0	0	819	0	"hypothetical protein"
ABUW_3305	cysM	0	3338002	3338916	-1	0	0	915	0	"cysteine synthase B"
ABUW_3306	ABUW_3306	0	3339089	3341896	1	0	0	2808	0	"multi-sensor hybrid histidine kinase"
ABUW_3307	ABUW_3307	0	3341993	3342781	1	0	0	789	0	"enoyl-CoA hydratase"
ABUW_3308	ABUW_3308	0	3342792	3343658	1	0	0	867	0	"3-hydroxyisobutyrate dehydrogenase"
ABUW_3309	hyi	0	3343675	3344469	1	0	0	795	0	"hydroxypyruvate isomerase"
ABUW_3310	ABUW_3310	0	3344551	3344952	1	0	0	402	0	"hypothetical protein"
ABUW_3311	ABUW_3311	0	3345204	3346025	1	0	0	822	0	"short chain dehydrogenase"
ABUW_3312	pntB	0	3346077	3347531	-1	0	0	1455	0	"NAD(P) transhydrogenase subunit beta"
ABUW_3313	pntA2	0	3347544	3347858	-1	0	0	315	0	"NAD(P) transhydrogenase subunit alpha"
ABUW_3314	pntA1	0	3347870	3348997	-1	0	0	1128	0	"NAD(P) transhydrogenase subunit alpha"
ABUW_3315	ABUW_3315	0	3349237	3350163	1	0	0	927	0	"integral membrane protein, DUF6"
ABUW_3316	ABUW_3316	0	3350231	3350638	1	0	0	408	0	ribonuclease
ABUW_3317	ABUW_3317	0	3350657	3351841	1	0	0	1185	0	"major facilitator superfamily MFS_1"
ABUW_3318	ABUW_3318	0	3352203	3352886	1	0	0	684	0	"hypothetical protein"
ABUW_3319	ABUW_3319	0	3352898	3354043	1	0	0	1146	0	"transcriptional regulator, HTH_3 family"
ABUW_3320	copB	0	3354427	3355329	-1	0	0	903	0	"copper resistance protein B"
ABUW_3321	copA	0	3355316	3357433	-1	0	0	2118	0	"copper resistance protein A"
ABUW_3322	ABUW_3322	0	3357517	3357882	-1	0	0	366	0	"hypothetical protein"
ABUW_3323	copR	0	3358032	3358715	1	0	0	684	0	"transcriptional activator protein CusR"
ABUW_3324	copS	0	3358705	3360081	1	0	0	1377	0	"sensor kinase CusS"
ABUW_3325	actP1	0	3360159	3362504	-1	0	0	2346	0	"copper-translocating P-type ATPase"
ABUW_3326	copC	0	3362788	3363168	1	0	0	381	0	"copper resistance protein CopC"
ABUW_3327	copD	0	3363235	3364116	1	0	0	882	0	"copper resistance D"
ABUW_3328	ABUW_3328	0	3364317	3365345	-1	0	0	1029	0	"phage/plasmid-related protein"
ABUW_3329	ABUW_3329	0	3365422	3365715	-1	0	0	294	0	"hypothetical protein"
ABUW_3330	ABUW_3330	0	3365795	3366208	-1	0	0	414	0	"hypothetical protein"
ABUW_3331	ABUW_3331	0	3366235	3366846	-1	0	0	612	0	"hypothetical protein"
ABUW_3332	ABUW_3332	0	3366939	3367187	-1	0	0	249	0	"hypothetical protein"
ABUW_3333	ABUW_3333	0	3367191	3368270	-1	0	0	1080	0	"hypothetical protein"
ABUW_3334	ABUW_3334	0	3368278	3368427	-1	0	0	150	0	"hypothetical protein"
ABUW_3335	ABUW_3335	0	3368532	3368792	-1	0	0	261	0	"hypothetical protein"
ABUW_3336	ABUW_3336	0	3369333	3369548	1	0	0	216	0	"hypothetical protein"
ABUW_3337	ABUW_3337	0	3369908	3371131	1	0	0	1224	0	"hypothetical protein"
ABUW_3338	ABUW_3338	0	3371851	3373092	1	0	0	1242	0	"hypothetical protein"
ABUW_3339	ABUW_3339	0	3373094	3374074	1	0	0	981	0	"hypothetical protein"
ABUW_3340	ABUW_3340	0	3374093	3374365	1	0	0	273	0	"hypothetical protein"
ABUW_3341	ABUW_3341	0	3374349	3375497	-1	0	0	1149	0	"chorismate mutase family protein"
ABUW_3342	dusA	0	3375632	3376648	1	0	0	1017	0	"tRNA-dihydrouridine synthase A"
ABUW_3343	ABUW_3343	0	3376984	3377493	1	0	0	510	0	"hypothetical protein"
ABUW_3344	ABUW_3344	0	3377501	3378400	-1	0	0	900	0	"transcriptional Regulator, LysR family"
ABUW_3345	ABUW_3345	0	3378683	3379444	-1	0	0	762	0	"ThiF family protein"
ABUW_3346	acnA	0	3379744	3382500	-1	0	0	2757	0	"aconitate hydratase 1"
ABUW_3347	ABUW_3347	0	3382625	3383437	-1	0	0	813	0	"hydrolase, TatD family"
ABUW_3348	ABUW_3348	0	3383437	3384378	-1	0	0	942	0	"hypothetical protein"
ABUW_3349	ABUW_3349	0	3384466	3385308	-1	0	0	843	0	"hypothetical protein"
ABUW_3350	prfC	0	3385378	3386970	-1	0	0	1593	0	"peptide chain release factor 3"
ABUW_3351	ABUW_3351	0	3387175	3388038	-1	0	0	864	0	"heme oxygenase-like protein"
ABUW_3352	ABUW_3352	0	3388354	3388941	1	0	0	588	0	"putative transcriptional regulator"
ABUW_3353	ABUW_3353	0	3389159	3389722	-1	0	0	564	0	"putative transcriptional regulator"
ABUW_3354	ABUW_3354	0	3390327	3392381	-1	0	0	2055	0	"ggdef domain/eal domain protein"
ABUW_3355	ilvC	0	3392712	3393728	-1	0	0	1017	0	"ketol-acid reductoisomerase"
ABUW_3356	ilvN	0	3393761	3394252	-1	0	0	492	0	"acetolactate synthase, small subunit"
ABUW_3357	ilvB	0	3394252	3395976	-1	0	0	1725	0	"acetolactate synthase, large subunit"
ABUW_3358	ABUW_3358	0	3396481	3396816	1	0	0	336	0	"hypothetical protein"
ABUW_3359	leuS	0	3397003	3399627	1	0	0	2625	0	"leucyl-tRNA synthetase"
ABUW_3360	ABUW_3360	0	3399655	3400164	1	0	0	510	0	"hypothetical protein"
ABUW_3361	holA	0	3400184	3401173	1	0	0	990	0	"DNA polymerase III, delta subunit"
ABUW_3362	ABUW_3362	0	3401281	3402618	1	0	0	1338	0	"efflux transporter, RND family, MFP subunit"
ABUW_3363	macB	0	3402621	3404615	1	0	0	1995	0	"macrolide export ATP-binding/permease protein MacB"
ABUW_3364	ABUW_3364	0	3404626	3406032	1	0	0	1407	0	"RND efflux system, outer membrane lipoprotein, NodT family"
ABUW_3365	fabI	0	3406102	3406905	-1	0	0	804	0	"NADH-dependent enoyl-ACP reductase"
ABUW_3366	ABUW_3366	0	3407042	3407773	-1	0	0	732	0	"hypothetical protein"
ABUW_3367	orn	0	3407929	3408495	-1	0	0	567	0	"oligoribonuclease Orn"
ABUW_3368	engC	0	3408621	3409679	1	0	0	1059	0	GTPase
ABUW_3369	ABUW_3369	0	3409776	3410192	1	0	0	417	0	"rhodanese domain protein"
ABUW_3370	grxC	0	3410204	3410461	1	0	0	258	0	"glutaredoxin 3"
ABUW_3371	secB	0	3410489	3410947	1	0	0	459	0	"protein-export chaperone SecB"
ABUW_3372	ABUW_3372	0	3411015	3411689	-1	0	0	675	0	"4'-phosphopantetheinyl transferase"
ABUW_3373	ABUW_3373	0	3411789	3413198	-1	0	0	1410	0	"small GTP-binding protein"
ABUW_3374	ABUW_3374	0	3413386	3414531	-1	0	0	1146	0	"outer membrane assembly lipoprotein YfgL"
ABUW_3375	ABUW_3375	0	3414531	3415229	-1	0	0	699	0	"hypothetical protein"
ABUW_3376	hisS	0	3415258	3416550	-1	0	0	1293	0	"histidyl-tRNA synthetase"
ABUW_3377	ispG	0	3416547	3417662	-1	0	0	1116	0	"4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase"
ABUW_3378	ABUW_3378	0	3417684	3418475	-1	0	0	792	0	"hypothetical protein"
ABUW_3379	pilF	0	3418466	3419266	-1	0	0	801	0	"type IV pilus biogenesis/stability protein PilW"
ABUW_3380	ABUW_3380	0	3419282	3420514	-1	0	0	1233	0	"radical SAM enzyme, Cfr family"
ABUW_3381	ndk	0	3420637	3421068	-1	0	0	432	0	"nucleoside diphosphate kinase"
ABUW_3382	ABUW_3382	0	3421182	3421382	-1	0	0	201	0	"hypothetical protein"
ABUW_3383	ABUW_3383	0	3421482	3422033	-1	0	0	552	0	"putative phosphatidylglycerophosphatase B"
ABUW_3384	ABUW_3384	0	3422058	3423344	-1	0	0	1287	0	"glycosyl transferase, group 1 family protein"
ABUW_3385	prc	0	3423495	3425678	-1	0	0	2184	0	carboxy-protease
ABUW_3386	nagZ	0	3425871	3426890	1	0	0	1020	0	N-acetyl-beta-glucosaminidase
ABUW_3387	ABUW_3387	0	3427216	3428058	1	0	0	843	0	"hypothetical protein"
ABUW_3388	ABUW_3388	0	3428111	3429424	-1	0	0	1314	0	"putative hydrolase"
ABUW_3389	proA	0	3429724	3430989	1	0	0	1266	0	"glutamate-5-semialdehyde dehydrogenase"
ABUW_3390	gapN	0	3431094	3432722	-1	0	0	1629	0	"aldehyde dehydrogenase"
ABUW_3391	gntK	0	3432896	3433408	-1	0	0	513	0	"shikimate kinase"
ABUW_3392	gntT	0	3433426	3434784	-1	0	0	1359	0	"high affinity gluconate permease"
ABUW_3393	eda	0	3434980	3435600	-1	0	0	621	0	"khg/kdpg aldolase"
ABUW_3394	edd	0	3435621	3437474	-1	0	0	1854	0	"phosphogluconate dehydratase"
ABUW_3395	ackA	0	3438177	3439439	1	0	0	1263	0	"acetate kinase"
ABUW_3396	pta	0	3439482	3441626	1	0	0	2145	0	"phosphate acetyltransferase"
ABUW_3397	fumA	0	3441852	3443378	1	0	0	1527	0	"fumarate hydratase"
ABUW_3398	ABUW_3398	0	3443520	3444074	1	0	0	555	0	"hypothetical protein"
ABUW_3399	ABUW_3399	0	3444099	3444815	-1	0	0	717	0	"hypothetical protein"
ABUW_3400	clpX	0	3444963	3446276	-1	0	0	1314	0	"ATP-dependent Clp protease, ATP-binding subunit ClpX"
ABUW_3401	clpP	0	3446378	3446983	-1	0	0	606	0	"ATP-dependent Clp protease, proteolytic subunit ClpP"
ABUW_3402	tig	0	3447176	3448510	-1	0	0	1335	0	"trigger factor"
ABUW_3403	ABUW_3403	0	3448925	3451156	1	0	0	2232	0	"TonB-dependent receptor"
ABUW_3404	piuC	0	3451261	3451944	1	0	0	684	0	"iron uptake factor"
ABUW_3405	leuA	0	3452406	3454100	1	0	0	1695	0	"2-isopropylmalate synthase"
ABUW_3406	metX	0	3454184	3455344	1	0	0	1161	0	"homoserine O-acetyltransferase"
ABUW_3407	metW	0	3455344	3455937	1	0	0	594	0	"methionine biosynthesis protein MetW"
ABUW_3408	ABUW_3408	0	3455934	3456521	1	0	0	588	0	"Sel1 domain protein"
ABUW_3409	rdgB	0	3456690	3457316	1	0	0	627	0	"non-canonical purine NTP pyrophosphatase, HAM1 family"
ABUW_3410	ABUW_3410	0	3457512	3458387	-1	0	0	876	0	"hypothetical protein"
ABUW_3411	tatA	0	3458639	3458857	1	0	0	219	0	"Sec-independent protein translocase protein"
ABUW_3412	tatB	0	3458869	3459306	1	1	0.00253164556962025	438	1	"Sec-independent protein translocase protein"
ABUW_3413	tatC	0	3459303	3460073	1	0	0	771	0	"twin arginine-targeting protein translocase TatC"
ABUW_3414	ABUW_3414	0	3460247	3462427	1	0	0	2181	0	"alkaline phosphatase"
ABUW_3415	ABUW_3415	0	3462636	3464828	1	0	0	2193	0	"phosphatase domain-containing protein"
ABUW_3416	ABUW_3416	0	3464877	3465656	-1	0	0	780	0	"hypothetical protein"
ABUW_3417	lgt	0	3465750	3466568	1	0	0	819	0	"prolipoprotein diacylglyceryl transferase"
ABUW_3418	ABUW_3418	0	3466642	3467001	1	0	0	360	0	"hypothetical protein"
ABUW_3419	ABUW_3419	0	3467012	3467374	1	0	0	363	0	"hypothetical protein"
ABUW_3420	thyA	0	3467497	3468339	1	0	0	843	0	"thymidylate synthase"
ABUW_3421	folA	0	3468384	3468893	1	0	0	510	0	"dihydrofolate reductase"
ABUW_3422	ABUW_3422	0	3468908	3469963	1	0	0	1056	0	"hypothetical protein"
ABUW_3423	msrA	0	3470064	3470585	1	0	0	522	0	"methionine-S-sulfoxide reductase"
ABUW_3424	ABUW_3424	0	3470646	3471050	-1	0	0	405	0	"biopolymer transport protein ExbD/TolR"
ABUW_3425	ABUW_3425	0	3471050	3471670	-1	0	0	621	0	"MotA/TolQ/ExbB proton channel"
ABUW_3426	ABUW_3426	0	3471715	3472470	-1	0	0	756	0	"TonB protein"
ABUW_3427	purU	0	3472862	3473725	-1	0	0	864	0	"formyltetrahydrofolate deformylase"
ABUW_3428	ABUW_3428	0	3473800	3474492	-1	0	0	693	0	"transcriptional regulator, TetR family"
ABUW_3429	calB	0	3474605	3476053	1	0	0	1449	0	"aldehyde dehydrogenase"
ABUW_3430	rpmB	0	3476221	3476457	1	0	0	237	0	"ribosomal protein L28"
ABUW_3431	rpmG	0	3476470	3476625	1	0	0	156	0	"ribosomal protein L33"
ABUW_3432	ABUW_3432	0	3476774	3478483	1	0	0	1710	0	"monovalent cation transporter"
ABUW_3433	ABUW_3433	0	3478521	3478799	-1	0	0	279	0	"hypothetical protein"
ABUW_3434	ABUW_3434	0	3478912	3479445	-1	0	0	534	0	"hypothetical protein"
ABUW_3435	ABUW_3435	0	3479496	3479855	-1	0	0	360	0	"hypothetical protein"
ABUW_3436	ABUW_3436	0	3479863	3480102	-1	0	0	240	0	"hypothetical protein"
ABUW_3437	ABUW_3437	0	3480176	3482155	-1	0	0	1980	0	"putative ATP-dependent DNA helicase"
ABUW_3438	ABUW_3438	0	3482272	3482844	-1	0	0	573	0	"hypothetical protein"
ABUW_3439	ABUW_3439	0	3482982	3483740	-1	0	0	759	0	"hypothetical protein"
ABUW_3440	topA	0	3483828	3486464	-1	0	0	2637	0	"DNA topoisomerase I"
ABUW_3441	ABUW_3441	0	3486500	3486949	-1	1	0.00246913580246914	450	1	"hypothetical protein"
ABUW_3442	ABUW_3442	0	3487097	3487474	-1	0	0	378	0	"transcriptional regulatory protein"
ABUW_3443	ABUW_3443	0	3487574	3488584	1	0	0	1011	0	"alcohol dehydrogenase, zinc-binding"
ABUW_3444	ABUW_3444	0	3488632	3488877	-1	0	0	246	0	"SlyX superfamily"
ABUW_3445	uup	0	3488910	3490820	1	0	0	1911	0	"ABC transporter ATP-binding protein uup"
ABUW_3446	ABUW_3446	0	3490966	3491598	1	0	0	633	0	"RhtB family transporter"
ABUW_3447	lpxL	0	3491718	3492653	1	0	0	936	0	"lipid A biosynthesis acyltransferase"
ABUW_3448	ABUW_3448	0	3492919	3494019	1	0	0	1101	0	"glycosyl transferase, group 1"
ABUW_3449	dctA	0	3494075	3495361	-1	0	0	1287	0	"C4-dicarboxylate transport protein"
ABUW_3450	ABUW_3450	0	3496051	3497172	-1	0	0	1122	0	endonuclease/exonuclease/phosphatase
ABUW_3451	asd	0	3497362	3498480	1	0	0	1119	0	"aspartate-semialdehyde dehydrogenase"
ABUW_3452	ABUW_3452	0	3498629	3499993	1	0	0	1365	0	"hypothetical protein"
ABUW_3453	ABUW_3453	0	3500053	3501315	1	0	0	1263	0	"hypothetical protein"
ABUW_3454	ABUW_3454	0	3501374	3502345	1	0	0	972	0	"putative L-asparaginase I"
ABUW_3455	truA	0	3502360	3503157	1	0	0	798	0	"tRNA pseudouridine synthase A"
ABUW_3456	ABUW_3456	0	3503176	3504201	-1	0	0	1026	0	"helix-turn-helix-domain containing protein, AraC type"
ABUW_3457	infA	0	3504451	3504672	1	0	0	222	0	"translation initiation factor IF-1"
ABUW_3458	ABUW_3458	0	3504724	3505092	-1	0	0	369	0	"hypothetical protein"
ABUW_3459	ABUW_3459	0	3505261	3505668	1	0	0	408	0	"hypothetical protein"
ABUW_3460	leuB	0	3505722	3506801	-1	0	0	1080	0	"3-isopropylmalate dehydrogenase"
ABUW_3461	ABUW_3461	0	3506833	3507423	-1	0	0	591	0	"hypothetical protein"
ABUW_3462	leuD	0	3507536	3508183	-1	0	0	648	0	"3-isopropylmalate dehydratase, small subunit"
ABUW_3463	leuC	0	3508202	3509731	-1	0	0	1530	0	"3-isopropylmalate dehydratase, large subunit"
ABUW_3464	ABUW_3464	0	3509858	3510112	1	0	0	255	0	"hypothetical protein"
ABUW_3465	ABUW_3465	0	3510230	3511090	1	0	0	861	0	"transcriptional regulator, LysR family"
ABUW_3466	ABUW_3466	0	3511095	3511745	-1	0	0	651	0	"HAD-superfamily subfamily IB hydrolase"
ABUW_3467	nudH	0	3511928	3512413	1	0	0	486	0	"(di)nucleoside polyphosphate hydrolase"
ABUW_3468	ptsP	0	3512499	3514793	1	0	0	2295	0	"phosphoenolpyruvate-protein phosphotransferase"
ABUW_3469	katG	0	3515308	3517464	1	0	0	2157	0	"catalase/peroxidase HPI"
ABUW_3470	ABUW_3470	0	3517531	3518583	-1	0	0	1053	0	"hypothetical protein"
ABUW_3471	ABUW_3471	0	3519319	3520218	1	0	0	900	0	"Hca operon transcriptional activator"
ABUW_3472	ABUW_3472	0	3520481	3521158	1	0	0	678	0	"hypothetical protein"
ABUW_3473	ABUW_3473	0	3521217	3521822	-1	0	0	606	0	"glutathione S-transferase"
ABUW_3474	ABUW_3474	0	3521872	3522567	-1	0	0	696	0	"transcriptional regulator, DeoR family"
ABUW_3475	ABUW_3475	0	3522641	3523315	-1	0	0	675	0	"HAD-superfamily hydrolase"
ABUW_3476	rluC	0	3523312	3524244	-1	0	0	933	0	"ribosomal large subunit pseudouridine synthase C"
ABUW_3477	ABUW_3477	0	3524309	3524596	-1	0	0	288	0	"hypothetical protein"
ABUW_3478	rne	0	3524967	3528299	1	0	0	3333	0	"ribonuclease E"
ABUW_3479	ABUW_3479	0	3528492	3530333	1	0	0	1842	0	"acyl-CoA synthase"
ABUW_3480	ABUW_3480	0	3530566	3530641	1	0	0	76	0	
ABUW_3481	ABUW_3481	0	3530664	3530739	1	0	0	76	0	
ABUW_3482	ABUW_3482	0	3530803	3531699	-1	0	0	897	0	"transcriptional regulator, HTH-type"
ABUW_3483	ABUW_3483	0	3531812	3532567	1	0	0	756	0	"short chain dehydrogenase"
ABUW_3484	ABUW_3484	0	3532620	3533774	-1	1	0.000961538461538462	1155	1	"putative oxygen-independent coproporphyrinogen III oxidase"
ABUW_3485	ABUW_3485	0	3533895	3534353	1	0	0	459	0	"hypothetical protein"
ABUW_3486	abeM	0	3534387	3535733	1	0	0	1347	0	"multidrug efflux pump"
ABUW_3487	ABUW_3487	0	3535768	3537018	-1	0	0	1251	0	"acyl-CoA dehydrogenase-family protein"
ABUW_3488	ABUW_3488	0	3537052	3538299	-1	0	0	1248	0	"acyl-CoA dehydrogenase-family protein"
ABUW_3489	ABUW_3489	0	3538557	3539855	1	0	0	1299	0	"hypothetical protein"
ABUW_3490	rpmE2	0	3539957	3540211	1	0	0	255	0	"ribosomal protein L31"
ABUW_3491	ABUW_3491	0	3540464	3540796	1	0	0	333	0	"type III effector HopPmaJ"
ABUW_3492	crcB	0	3541254	3541634	-1	0	0	381	0	"CrcB protein"
ABUW_3493	ABUW_3493	0	3541870	3542280	-1	0	0	411	0	"hypothetical protein"
ABUW_3494	ABUW_3494	0	3542358	3543563	-1	0	0	1206	0	"hypothetical protein"
ABUW_3495	ABUW_3495	0	3543553	3544185	-1	0	0	633	0	"methyltransferase superfamily"
ABUW_3496	ABUW_3496	0	3544279	3544473	1	0	0	195	0	"hypothetical protein"
ABUW_3497	ABUW_3497	0	3544470	3545114	-1	0	0	645	0	"beta-lactamase domain protein"
ABUW_3498	hemH	0	3545138	3546154	-1	0	0	1017	0	ferrochelatase
ABUW_3499	ABUW_3499	0	3546228	3547232	-1	0	0	1005	0	"hypothetical protein"
ABUW_3500	murI2	0	3547353	3548219	-1	0	0	867	0	"glutamate racemase"
ABUW_3501	ABUW_3501	0	3548268	3548879	-1	0	0	612	0	"hypothetical protein"
ABUW_3502	etfD	0	3549066	3550778	1	0	0	1713	0	"electron transfer flavoprotein-ubiquinone oxidoreductase (EsvG)"
ABUW_3503	ABUW_3503	0	3550865	3551245	-1	0	0	381	0	"hypothetical protein"
ABUW_3504	sirA	0	3551389	3551646	-1	0	0	258	0	"sulfurtransferase TusA"
ABUW_3505	corC	0	3551831	3552670	1	0	0	840	0	"magnesium and cobalt efflux protein CorC"
ABUW_3506	lnt	0	3552667	3554226	1	0	0	1560	0	"apolipoprotein N-acyltransferase"
